#Data tag : 19v3 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(hz/ub),recorded(hz/ub),avgpu,source
279653:5253,73:73,1472220259,STABLE BEAMS,6500,11640.107487094,11201.325722264,37.5,HFOC
279653:5253,74:74,1472220282,STABLE BEAMS,6500,11635.506983539,3235.481645009,37.5,HFOC
279653:5253,75:75,1472220305,STABLE BEAMS,6500,11632.359106510,1114.761137841,37.5,HFOC
279653:5253,76:76,1472220329,STABLE BEAMS,6500,11625.809194904,10435.912601004,37.5,HFOC
279653:5253,77:77,1472220352,STABLE BEAMS,6500,11614.171336713,11165.518609262,37.4,HFOC
279653:5253,78:78,1472220375,STABLE BEAMS,6500,11605.111712193,11030.293285222,37.4,HFOC
279653:5253,79:79,1472220398,STABLE BEAMS,6500,11593.006923034,10872.708176386,37.4,HFOC
279653:5253,80:80,1472220422,STABLE BEAMS,6500,11585.346376208,11007.089784198,37.3,HFOC
279653:5253,81:81,1472220445,STABLE BEAMS,6500,11567.764009655,11154.809261243,37.3,HFOC
279653:5253,82:82,1472220468,STABLE BEAMS,6500,11555.757512656,11023.934503879,37.2,HFOC
279653:5253,83:83,1472220492,STABLE BEAMS,6500,11544.452025632,11185.859488270,37.2,HFOC
279653:5253,84:84,1472220515,STABLE BEAMS,6500,11533.973164792,11177.421099941,37.2,HFOC
279653:5253,85:85,1472220538,STABLE BEAMS,6500,11523.826992082,11138.855967776,37.1,HFOC
279653:5253,86:86,1472220562,STABLE BEAMS,6500,11517.498418911,11200.645060654,37.1,HFOC
279653:5253,87:87,1472220585,STABLE BEAMS,6500,11513.631852098,11225.862723405,37.1,HFOC
279653:5253,88:88,1472220608,STABLE BEAMS,6500,11506.905494905,11204.220275443,37.1,HFOC
279653:5253,89:89,1472220632,STABLE BEAMS,6500,11500.258613910,11198.225024795,37.1,HFOC
279653:5253,90:90,1472220655,STABLE BEAMS,6500,11495.365051517,11179.729568208,37.1,HFOC
279653:5253,91:91,1472220678,STABLE BEAMS,6500,11487.967219612,11175.367231754,37.0,HFOC
279653:5253,92:92,1472220702,STABLE BEAMS,6500,11482.764034006,11126.932758940,37.0,HFOC
279653:5253,93:93,1472220725,STABLE BEAMS,6500,11476.228770284,11183.170437348,37.0,HFOC
279653:5253,94:94,1472220748,STABLE BEAMS,6500,11470.175967933,11177.537423539,37.0,HFOC
279653:5253,95:95,1472220771,STABLE BEAMS,6500,11462.431886090,11154.680620387,36.9,HFOC
279653:5253,96:96,1472220795,STABLE BEAMS,6500,11456.542869158,11150.688221445,36.9,HFOC
279653:5253,97:97,1472220818,STABLE BEAMS,6500,11451.832247498,11149.249381224,36.9,HFOC
279653:5253,98:98,1472220841,STABLE BEAMS,6500,11448.595263459,11174.206378765,36.9,HFOC
279653:5253,99:99,1472220865,STABLE BEAMS,6500,11440.433068158,11140.149198708,36.9,HFOC
279653:5253,100:100,1472220888,STABLE BEAMS,6500,11432.310633475,11058.784011067,36.8,HFOC
