mFecChannel= 1 hubAddress= 5 pixelFedId= 0 pixelFedChannel= 1 rocCount= 3 globalRocId= 5 globalPortAddress= 6 pixelSlowHubPort= 2 pltSlowHubPort= 1 pixelSlowHubAddress= 0 
FEDID= 0  FEDchannel= 1 AHOB= 15 ThisAOHG= 0 Baseline=   251.290 +/-     1.853
FEDID= 0  FEDchannel= 1 AHOB= 16 ThisAOHG= 0 Baseline=    54.116 +/-   103.905
FEDID= 0  FEDchannel= 1 AHOB= 17 ThisAOHG= 0 Baseline=   346.312 +/-    46.413
FEDID= 0  FEDchannel= 1 AHOB= 18 ThisAOHG= 0 Baseline=   407.347 +/-     2.141
FEDID= 0  FEDchannel= 1 AHOB= 19 ThisAOHG= 0 Baseline=   461.336 +/-     2.154
FEDID= 0  FEDchannel= 1 AHOB= 20 ThisAOHG= 0 Baseline=   517.520 +/-     2.248
FEDID= 0  FEDchannel= 1 AHOB= 21 ThisAOHG= 0 Baseline=   573.051 +/-     2.157
FEDID= 0  FEDchannel= 1 AHOB= 22 ThisAOHG= 0 Baseline=   631.712 +/-     2.298
FEDID= 0  FEDchannel= 1 AHOB= 23 ThisAOHG= 0 Baseline=   688.714 +/-     2.319
FEDID= 0  FEDchannel= 1 AHOB= 24 ThisAOHG= 0 Baseline=   745.930 +/-     2.405
FEDID= 0  FEDchannel= 1 AHOB= 25 ThisAOHG= 0 Baseline=   804.132 +/-     2.455
FEDID= 0  FEDchannel= 1 AHOB= 26 ThisAOHG= 0 Baseline=   864.730 +/-     2.439
FEDID= 0  FEDchannel= 1 AHOB= 27 ThisAOHG= 0 Baseline=   923.523 +/-     2.455
FEDID= 0  FEDchannel= 1 AHOB= 28 ThisAOHG= 0 Baseline=   983.447 +/-     2.487
FEDID= 0  FEDchannel= 1 AHOB= 29 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
FEDID= 0  FEDchannel= 1 AHOB= 30 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
mFecChannel= 1 hubAddress= 5 pixelFedId= 0 pixelFedChannel= 1 rocCount= 3 globalRocId= 5 globalPortAddress= 6 pixelSlowHubPort= 2 pltSlowHubPort= 1 pixelSlowHubAddress= 0 
id= 1 portAddress= 0 pltFedId= 0 pltFedChannel= 1 pltSlowHubAddress= 0
PltFEDID= 0  pltFEDchannel= 1 rocid= 0 AHOB= 25 ThisAOHG= 0 Baseline=   615.709 +/-     1.077
PltFEDID= 0  pltFEDchannel= 1 rocid= 0 AHOB= 26 ThisAOHG= 0 Baseline=   337.682 +/-     1.775
PltFEDID= 0  pltFEDchannel= 1 rocid= 0 AHOB= 27 ThisAOHG= 0 Baseline=   392.324 +/-     1.121
PltFEDID= 0  pltFEDchannel= 1 rocid= 0 AHOB= 28 ThisAOHG= 0 Baseline=   442.212 +/-     1.437
PltFEDID= 0  pltFEDchannel= 1 rocid= 0 AHOB= 29 ThisAOHG= 0 Baseline=   492.091 +/-     1.044
PltFEDID= 0  pltFEDchannel= 1 rocid= 0 AHOB= 30 ThisAOHG= 0 Baseline=   543.405 +/-     1.098
PltFEDID= 0  pltFEDchannel= 1 rocid= 0 AHOB= 31 ThisAOHG= 0 Baseline=   596.699 +/-     1.148
PltFEDID= 0  pltFEDchannel= 1 rocid= 0 AHOB= 32 ThisAOHG= 0 Baseline=   646.888 +/-     1.234
PltFEDID= 0  pltFEDchannel= 1 rocid= 0 AHOB= 33 ThisAOHG= 0 Baseline=   701.840 +/-     1.171
PltFEDID= 0  pltFEDchannel= 1 rocid= 0 AHOB= 34 ThisAOHG= 0 Baseline=   755.576 +/-     1.226
PltFEDID= 0  pltFEDchannel= 1 rocid= 0 AHOB= 35 ThisAOHG= 0 Baseline=   811.036 +/-     1.197
PltFEDID= 0  pltFEDchannel= 1 rocid= 0 AHOB= 36 ThisAOHG= 0 Baseline=   866.905 +/-     1.293
PltFEDID= 0  pltFEDchannel= 1 rocid= 0 AHOB= 37 ThisAOHG= 0 Baseline=   922.621 +/-     1.331
PltFEDID= 0  pltFEDchannel= 1 rocid= 0 AHOB= 38 ThisAOHG= 0 Baseline=   976.660 +/-     1.362
PltFEDID= 0  pltFEDchannel= 1 rocid= 0 AHOB= 39 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
PltFEDID= 0  pltFEDchannel= 1 rocid= 0 AHOB= 40 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
mFecChannel= 1 hubAddress= 5 pixelFedId= 0 pixelFedChannel= 1 rocCount= 3 globalRocId= 5 globalPortAddress= 6 pixelSlowHubPort= 2 pltSlowHubPort= 1 pixelSlowHubAddress= 0 
id= 2 portAddress= 1 pltFedId= 0 pltFedChannel= 2 pltSlowHubAddress= 1
PltFEDID= 0  pltFEDchannel= 2 rocid= 1 AHOB= 25 ThisAOHG= 0 Baseline=   284.957 +/-     0.863
PltFEDID= 0  pltFEDchannel= 2 rocid= 1 AHOB= 26 ThisAOHG= 0 Baseline=   339.967 +/-     1.038
PltFEDID= 0  pltFEDchannel= 2 rocid= 1 AHOB= 27 ThisAOHG= 0 Baseline=   394.348 +/-     0.827
PltFEDID= 0  pltFEDchannel= 2 rocid= 1 AHOB= 28 ThisAOHG= 0 Baseline=   451.030 +/-     1.035
PltFEDID= 0  pltFEDchannel= 2 rocid= 1 AHOB= 29 ThisAOHG= 0 Baseline=   507.416 +/-     1.181
PltFEDID= 0  pltFEDchannel= 2 rocid= 1 AHOB= 30 ThisAOHG= 0 Baseline=   567.412 +/-     1.721
PltFEDID= 0  pltFEDchannel= 2 rocid= 1 AHOB= 31 ThisAOHG= 0 Baseline=   627.383 +/-     1.971
PltFEDID= 0  pltFEDchannel= 2 rocid= 1 AHOB= 32 ThisAOHG= 0 Baseline=   689.875 +/-     1.237
PltFEDID= 0  pltFEDchannel= 2 rocid= 1 AHOB= 33 ThisAOHG= 0 Baseline=   749.269 +/-     1.292
PltFEDID= 0  pltFEDchannel= 2 rocid= 1 AHOB= 34 ThisAOHG= 0 Baseline=   810.901 +/-     1.224
PltFEDID= 0  pltFEDchannel= 2 rocid= 1 AHOB= 35 ThisAOHG= 0 Baseline=   870.706 +/-     1.211
PltFEDID= 0  pltFEDchannel= 2 rocid= 1 AHOB= 36 ThisAOHG= 0 Baseline=   932.407 +/-     1.153
PltFEDID= 0  pltFEDchannel= 2 rocid= 1 AHOB= 37 ThisAOHG= 0 Baseline=   992.581 +/-     1.149
PltFEDID= 0  pltFEDchannel= 2 rocid= 1 AHOB= 38 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
PltFEDID= 0  pltFEDchannel= 2 rocid= 1 AHOB= 39 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
PltFEDID= 0  pltFEDchannel= 2 rocid= 1 AHOB= 40 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
mFecChannel= 1 hubAddress= 5 pixelFedId= 0 pixelFedChannel= 1 rocCount= 3 globalRocId= 5 globalPortAddress= 6 pixelSlowHubPort= 2 pltSlowHubPort= 1 pixelSlowHubAddress= 0 
id= 3 portAddress= 2 pltFedId= 0 pltFedChannel= 3 pltSlowHubAddress= 2
PltFEDID= 0  pltFEDchannel= 3 rocid= 2 AHOB= 25 ThisAOHG= 0 Baseline=   476.634 +/-     1.035
PltFEDID= 0  pltFEDchannel= 3 rocid= 2 AHOB= 26 ThisAOHG= 0 Baseline=   540.696 +/-     1.044
PltFEDID= 0  pltFEDchannel= 3 rocid= 2 AHOB= 27 ThisAOHG= 0 Baseline=   604.696 +/-     1.064
PltFEDID= 0  pltFEDchannel= 3 rocid= 2 AHOB= 28 ThisAOHG= 0 Baseline=   670.549 +/-     0.923
PltFEDID= 0  pltFEDchannel= 3 rocid= 2 AHOB= 29 ThisAOHG= 0 Baseline=   735.463 +/-     1.015
PltFEDID= 0  pltFEDchannel= 3 rocid= 2 AHOB= 30 ThisAOHG= 0 Baseline=   801.615 +/-     1.056
PltFEDID= 0  pltFEDchannel= 3 rocid= 2 AHOB= 31 ThisAOHG= 0 Baseline=   867.172 +/-     1.030
PltFEDID= 0  pltFEDchannel= 3 rocid= 2 AHOB= 32 ThisAOHG= 0 Baseline=   933.295 +/-     1.077
PltFEDID= 0  pltFEDchannel= 3 rocid= 2 AHOB= 33 ThisAOHG= 0 Baseline=   998.387 +/-     0.750
PltFEDID= 0  pltFEDchannel= 3 rocid= 2 AHOB= 34 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
PltFEDID= 0  pltFEDchannel= 3 rocid= 2 AHOB= 35 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
PltFEDID= 0  pltFEDchannel= 3 rocid= 2 AHOB= 36 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
PltFEDID= 0  pltFEDchannel= 3 rocid= 2 AHOB= 37 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
PltFEDID= 0  pltFEDchannel= 3 rocid= 2 AHOB= 38 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
PltFEDID= 0  pltFEDchannel= 3 rocid= 2 AHOB= 39 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
PltFEDID= 0  pltFEDchannel= 3 rocid= 2 AHOB= 40 ThisAOHG= 0 Baseline=     0.000 +/-     0.000
mFecChannel= 1 hubAddress= 13 pixelFedId= 0 pixelFedChannel= 2 rocCount= 3 globalRocId= 5 globalPortAddress= 6 pixelSlowHubPort= 2 pltSlowHubPort= 3 pixelSlowHubAddress= 1 
FEDID= 0  FEDchannel= 2 AHOB= 15 ThisAOHG= 0 Baseline=   181.427 +/-    46.465
FEDID= 0  FEDchannel= 2 AHOB= 16 ThisAOHG= 0 Baseline=   217.497 +/-     1.874
FEDID= 0  FEDchannel= 2 AHOB= 17 ThisAOHG= 0 Baseline=   261.316 +/-     1.950
